Time,Consuming time/s,Producing time/s,Response time,Message size/bytes,Ingestion rate/s,CPU utilization/MB,Memory consumption/MB,Disk usage/MB,Topic space/MB,Total time/s
16:57:53,2.382935,2.108532,0.032789,17280,5,1.23,0.699,401,11,2990
16:57:56,2.217053,2.934066,0.036569,12960,5,1.16,0.699,401,11,2993
16:57:59,2.997429,2.719696,0.036005,12960,5,1.41,0.699,401,11,2996
16:58:02,2.568794,2.285119,0.036496,12960,5,1.33,0.699,401,11,2999
16:58:06,2.666529,2.390271,0.030072,17280,5,1.35,0.699,401,11,3003
16:58:09,2.40915,2.141818,0.027549,12960,5,1.46,0.699,402,11,3006
16:58:12,2.879155,2.60395,0.028791,12960,5,1.57,0.699,402,11,3009
16:58:15,2.300957,2.020249,0.034535,12960,5,1.28,0.699,402,11,3012
16:58:19,1.419517,1.981935,0.039503,13824,4,1.55,0.699,402,11,3016
16:58:22,2.761846,2.485585,0.028819,12960,5,1.31,0.699,402,11,3019
16:58:25,2.486028,2.201643,0.036882,12960,5,1.19,0.699,402,11,3022
16:58:28,2.962899,2.68975,0.026936,12960,5,1.42,0.699,402,11,3025
16:58:32,2.90412,2.629909,0.028357,17280,5,1.16,0.699,402,11,3029
16:58:35,2.523038,2.249983,0.027931,12960,5,1.18,0.699,402,11,3032
16:58:38,1.472441,2.056481,0.021011,10368,4,1.32,0.699,402,11,3035
16:58:41,2.955853,2.683236,0.030439,12960,5,1.26,0.699,402,11,3038
16:58:45,2.797012,2.522015,0.02833,17280,5,1.32,0.699,402,11,3042
16:58:48,2.477047,2.194156,0.035567,12960,5,1.37,0.699,402,11,3045
16:58:51,1.323313,1.895425,0.029792,10368,4,1.24,0.699,402,11,3048
16:58:54,2.80847,2.535167,0.028951,12960,5,1.24,0.699,402,11,3051
16:58:58,2.752933,2.476145,0.03307,17280,5,1.14,0.699,402,11,3055
16:59:01,2.60827,2.335736,0.026021,12960,5,1.14,0.699,402,11,3058
16:59:04,2.489567,2.19341,0.051662,12960,5,1.35,0.699,402,11,3061
16:59:07,3.077075,2.795814,0.034042,12960,5,1.22,0.699,402,11,3064
16:59:11,3.005903,2.713313,0.046431,17280,5,1.22,0.699,402,11,3068
16:59:14,2.626697,2.349783,0.02913,12960,5,1.28,0.699,402,11,3071
16:59:17,2.165805,2.894213,0.026409,12960,5,1.18,0.699,402,11,3074
16:59:20,2.925927,2.649377,0.03006,12960,5,1.14,0.699,402,11,3077
16:59:24,2.838173,2.563355,0.027853,17280,5,1.38,0.699,402,11,3081
16:59:27,1.423507,2.004691,0.021905,10368,4,1.2,0.699,402,11,3084
16:59:30,2.78931,2.523951,0.024547,12960,5,1.61,0.699,402,11,3087
16:59:33,1.501318,2.084889,0.022085,10368,4,1.37,0.699,402,11,3090
16:59:37,1.413792,1.99804,0.020575,13824,4,1.12,0.699,402,11,3094
16:59:40,2.13218,2.861766,0.028142,12960,5,1.09,0.699,402,11,3097
16:59:43,2.743027,2.460536,0.034811,12960,5,1.15,0.699,402,11,3100
16:59:46,1.523023,2.093498,0.031669,10368,4,1.14,0.699,402,11,3103
16:59:50,2.503921,2.225838,0.031072,17280,5,1.05,0.699,402,11,3107
16:59:53,2.169253,2.885962,0.035908,12960,5,1.3,0.699,402,11,3110
16:59:56,2.683942,2.406854,0.029648,12960,5,1.1,0.699,402,11,3113
16:59:59,2.434723,2.160773,0.027364,12960,5,1.59,0.699,402,11,3116
17:00:03,2.601531,2.329889,0.0329,17280,5,1.24,0.699,402,11,3120
17:00:06,3.113452,2.833893,0.035128,12960,5,1.15,0.699,402,11,3123
17:00:09,2.699105,2.414382,0.038973,12960,5,1.2,0.699,402,11,3126
17:00:12,1.413004,1.989625,0.026029,10368,4,1.47,0.699,402,11,3129
17:00:16,2.048165,2.755678,0.045158,17280,5,1.23,0.699,402,11,3133
17:00:19,2.756673,2.478869,0.032168,12960,5,1.5,0.699,402,11,3136
17:00:22,2.614354,2.337258,0.031543,12960,5,1.42,0.699,402,11,3139
17:00:25,2.384321,2.105626,0.031777,12960,5,1.21,0.699,402,11,3142
17:00:29,3.03029,2.758913,0.027257,17280,5,1.38,0.699,402,11,3146
17:00:32,2.763441,2.473545,0.044981,12960,5,1.19,0.699,402,11,3149
17:00:35,2.545585,2.270695,0.028478,12960,5,1.33,0.699,402,11,3152
17:00:38,2.191783,2.917811,0.029186,12960,5,1.36,0.699,402,11,3155
17:00:42,2.381973,2.109164,0.029053,17280,5,1.24,0.699,402,11,3159
17:00:45,1.463559,2.042197,0.023831,10368,4,1.07,0.699,402,11,3162
17:00:48,1.562605,2.129864,0.037113,10368,4,1.32,0.699,402,11,3165
17:00:51,2.597035,2.317747,0.033787,12960,5,1.04,0.699,402,11,3168
17:00:55,2.301414,1.838966,0.064519,13824,4,1.11,0.699,402,11,3172
17:00:58,1.374519,1.958683,0.02211,10368,4,1.21,0.699,402,11,3175
17:01:01,1.582191,2.120086,0.069019,10368,4,1.19,0.699,402,11,3178
17:01:05,2.670136,2.394963,0.028575,17280,5,1.15,0.699,402,11,3182
17:01:08,2.351015,2.074408,0.033808,12960,5,1.28,0.699,402,11,3185
17:01:11,2.932192,2.65471,0.034977,12960,5,1.15,0.699,402,11,3188
17:01:14,2.552017,2.273273,0.03278,12960,5,1.13,0.699,402,11,3191
17:01:18,2.496158,2.220247,0.03077,17280,5,1.1,0.699,402,11,3195
17:01:21,1.373885,1.947044,0.031497,10368,4,1.16,0.699,402,11,3198
17:01:24,2.995927,2.659302,0.091932,12960,5,1.27,0.699,402,11,3201
17:01:27,2.605149,2.319482,0.03867,12960,5,1.48,0.699,402,11,3204
17:01:31,2.728085,2.385197,0.097986,17280,5,1.47,0.699,402,11,3208
17:01:34,2.518537,2.286443,0.033581,12960,5,1.48,0.699,402,11,3211
17:01:37,1.456236,2.034575,0.024002,10368,4,1.36,0.699,402,11,3214
17:01:40,1.441018,2.01136,0.035848,10368,4,1.37,0.699,402,11,3217
17:01:44,1.552323,2.134998,0.025613,13824,4,1.69,0.699,402,11,3221
17:01:47,1.452284,2.027241,0.027903,10368,4,1.3,0.699,402,11,3224
17:01:50,1.403095,1.982105,0.025473,10368,4,1.4,0.699,402,11,3227
17:01:53,3.036437,2.750437,0.039301,12960,5,1.41,0.699,402,11,3230
17:01:57,3.019672,2.696582,0.076906,17280,5,1.26,0.699,402,11,3234
17:02:00,2.705034,2.422023,0.03597,12960,5,1.48,0.699,402,11,3237
17:02:03,1.624625,2.196285,0.038327,10368,4,1.36,0.699,402,11,3240
17:02:06,2.379101,2.132557,0.032332,12960,5,1.15,0.699,402,11,3243
17:02:10,2.340977,2.071757,0.029254,17280,5,1.17,0.699,402,11,3247
17:02:13,2.279214,2.941089,0.093836,12960,5,1.45,0.699,402,11,3250
17:02:16,2.089263,2.810441,0.0415,12960,5,1.17,0.699,402,11,3253
17:02:20,2.111939,2.828292,0.03897,17280,5,1.1,0.699,402,12,3257
17:02:23,2.940122,2.688278,0.036133,12960,5,1.13,0.699,402,12,3260
17:02:26,2.618225,2.344906,0.028983,12960,5,1.08,0.699,402,12,3263
17:02:29,1.381258,1.962492,0.022823,10368,4,1.1,0.699,402,12,3266
17:02:32,2.979069,2.702811,0.029132,12960,5,1.06,0.699,402,12,3269
17:02:36,2.699649,2.42681,0.027641,17280,5,1.12,0.699,402,12,3273
17:02:39,1.531324,2.112896,0.020841,10368,4,1.2,0.699,402,12,3276
17:02:42,1.400914,2.015666,0.026278,10368,4,0.97,0.699,402,12,3279
17:02:45,1.340667,1.917432,0.025586,10368,4,1,0.699,402,12,3282
17:02:49,2.404283,2.174993,0.027546,17280,5,1.3,0.699,402,12,3286
17:02:52,1.417261,1.994319,0.02545,10368,4,1.01,0.699,402,12,3289
17:02:55,2.93621,2.659842,0.031987,12960,5,1.03,0.699,402,12,3292
17:02:58,2.689616,2.418791,0.026187,12960,5,1.23,0.699,402,12,3295
17:03:02,2.648608,2.346665,0.055821,17280,5,1.13,0.699,402,12,3299
17:03:05,2.204609,2.926555,0.032191,12960,5,1.15,0.699,402,12,3302
17:03:08,2.797747,2.52478,0.027383,12960,5,1.26,0.699,402,12,3305
17:03:11,2.441601,2.169361,0.032398,12960,5,1.26,0.699,402,12,3308
17:03:15,1.412668,1.995767,0.023804,13824,4,1.03,0.699,402,12,3312
17:03:18,1.367289,1.944472,0.025241,10368,4,1.2,0.699,402,12,3315
17:03:21,2.962807,2.68774,0.030527,12960,5,1.07,0.699,402,12,3318
17:03:24,2.795564,2.523602,0.028642,12960,5,1.37,0.699,402,12,3321
17:03:28,2.800842,2.52476,0.028943,17280,5,1.19,0.699,402,12,3325
17:03:31,2.52019,2.246632,0.029988,12960,5,0.97,0.699,402,12,3328
17:03:34,2.420691,2.1353,0.038274,12960,5,1.21,0.699,402,12,3331
17:03:37,3.012457,2.736115,0.035585,12960,5,1.07,0.699,402,12,3334
17:03:41,1.314103,1.889001,0.028534,13824,4,1.18,0.699,402,12,3338
17:03:44,3.113691,2.83597,0.031331,12960,5,1.16,0.699,402,12,3341
17:03:47,2.995061,2.720808,0.027478,12960,5,1.15,0.699,402,12,3344
17:03:50,2.766011,2.491035,0.027619,12960,5,1.06,0.699,402,12,3347
17:03:54,2.587637,2.314509,0.029926,17280,5,1.09,0.699,402,12,3351
17:03:57,1.447317,2.025104,0.024334,10368,4,0.95,0.699,402,12,3354
17:04:00,2.082743,2.798772,0.038001,12960,5,1.03,0.699,402,12,3357
17:04:03,2.747935,2.477263,0.02737,12960,5,1.45,0.699,402,12,3360
17:04:07,2.634258,2.356163,0.030767,17280,5,1.05,0.699,402,12,3364
17:04:10,1.532485,2.10696,0.028065,10368,4,1.07,0.699,402,12,3367
17:04:13,1.373435,1.949097,0.028231,10368,4,1.45,0.699,402,12,3370
17:04:16,2.769082,2.493462,0.031382,12960,5,1.09,0.699,402,12,3373
17:04:20,2.688062,2.411108,0.03147,17280,5,1.11,0.699,402,12,3377
17:04:23,1.434552,2.012627,0.024241,10368,4,1.26,0.699,402,12,3380
17:04:26,2.134439,2.859577,0.02768,12960,5,1.03,0.699,402,12,3383
17:04:29,2.712078,2.432843,0.03222,12960,5,1.12,0.699,402,12,3386
17:04:33,2.926328,2.651657,0.031155,17280,5,1.17,0.699,402,12,3390
17:04:36,2.734524,2.454251,0.034649,12960,5,1.16,0.699,402,12,3393
17:04:39,2.892516,2.609235,0.039412,12960,5,1.12,0.699,402,12,3396
17:04:42,2.79365,2.506349,0.039874,12960,5,1.14,0.699,402,12,3399
17:04:46,3.089154,2.814396,0.028798,17280,5,1.1,0.699,402,12,3403
17:04:49,2.837327,2.559562,0.030747,12960,5,1.25,0.699,402,12,3406
17:04:52,2.628746,2.351001,0.030489,12960,5,1.08,0.699,402,12,3409
17:04:55,2.584378,2.306105,0.034991,12960,5,1.13,0.699,402,12,3412
17:04:59,2.662744,2.389964,0.02731,17280,5,1.3,0.699,402,12,3416
17:05:02,2.567617,2.283381,0.04059,12960,5,1.09,0.699,402,12,3419
17:05:05,2.521071,2.242347,0.035007,12960,5,1.08,0.699,402,12,3422
17:05:08,1.436295,2.019966,0.022289,10368,4,1.37,0.699,402,12,3425
17:05:12,1.432932,1.969162,0.068068,13824,4,1.16,0.699,402,12,3429
17:05:15,2.988642,2.710387,0.033325,12960,5,1.13,0.699,402,12,3432
17:05:18,2.685097,2.410188,0.029838,12960,5,1.2,0.699,402,12,3435
17:05:21,2.448266,2.13013,0.073329,12960,5,1.13,0.699,402,12,3438
17:05:25,2.501814,2.230946,0.026789,17280,5,0.96,0.699,402,12,3442
17:05:28,2.628084,2.357214,0.026232,12960,5,1.18,0.699,402,12,3445
17:05:31,1.423559,2.006733,0.020983,10368,4,1.21,0.699,402,12,3448
17:05:34,2.317045,1.899271,0.024594,10368,4,1.05,0.699,402,12,3451
17:05:38,1.38094,1.960401,0.024845,13824,4,1.13,0.699,402,12,3455
17:05:41,3.177252,2.899265,0.032586,12960,5,1.13,0.699,402,12,3458
17:05:44,2.913544,2.636963,0.045424,12960,5,1.15,0.699,402,12,3461
17:05:47,2.635871,2.350661,0.039117,12960,5,2.11,0.699,402,12,3464
17:05:50,1.590396,2.172333,0.022686,10368,4,1.16,0.699,402,12,3467
17:05:54,2.388754,2.114301,0.028556,17280,5,1.35,0.699,402,12,3471
17:05:57,1.323602,1.907484,0.019638,10368,4,1.26,0.699,402,12,3474
17:06:00,3.300516,2.870093,0.184965,12960,5,1.3,0.699,402,12,3477
17:06:04,2.106351,2.827572,0.031723,17280,5,2.2,0.699,402,12,3481
17:06:07,2.80967,2.529877,0.036119,12960,5,1.39,0.699,402,12,3484
17:06:10,1.555023,2.137779,0.022622,10368,4,1.24,0.699,402,12,3487
17:06:13,3.005591,2.724474,0.034453,12960,5,1.45,0.699,402,12,3490
17:06:17,2.666679,2.391625,0.027663,17280,5,1.24,0.699,402,12,3494
17:06:20,2.399643,2.128952,0.025897,12960,5,1.21,0.699,402,12,3497
17:06:23,3.021842,2.747485,0.030548,12960,5,1.4,0.699,402,12,3500
17:06:26,2.818483,2.542977,0.031483,12960,5,1.33,0.699,402,12,3503
17:06:30,2.641278,2.353106,0.042017,17280,5,1.29,0.699,402,12,3507
17:06:33,1.664609,2.247334,0.023291,10368,4,1.48,0.699,402,12,3510
17:06:36,3.10641,2.827555,0.033876,12960,5,1.18,0.699,402,12,3513
17:06:39,2.799236,2.518561,0.034669,12960,5,1.24,0.699,402,12,3516
17:06:43,2.883544,2.613178,0.028492,17280,5,1.35,0.699,402,12,3520
17:06:46,2.6827,2.403698,0.031497,12960,5,1.25,0.699,402,12,3523
17:06:49,2.598362,2.32412,0.028049,12960,5,1.37,0.699,402,12,3526
17:06:52,1.543687,2.12548,0.022288,10368,4,1.2,0.699,402,12,3529
17:06:56,2.558602,2.287,0.027134,17280,5,1.21,0.699,402,12,3533
17:06:59,2.825065,2.550526,0.030121,12960,5,1.31,0.699,402,12,3536
17:07:02,2.821775,2.544197,0.030187,12960,5,1.26,0.699,402,12,3539
17:07:06,2.661186,2.386359,0.030714,17280,5,1.33,0.699,402,12,3543
17:07:09,2.660341,2.372842,0.039861,12960,5,1.28,0.699,402,12,3546
17:07:12,1.37621,1.933568,0.04827,10368,4,1.24,0.699,402,12,3549
17:07:15,2.990631,2.709777,0.034229,12960,5,1.21,0.699,402,12,3552
17:07:19,1.377737,1.957663,0.027005,13824,4,1.51,0.699,402,12,3556
17:07:22,2.296823,1.873981,0.026095,10368,4,1.06,0.699,402,12,3559
17:07:25,2.387983,1.965777,0.025599,10368,4,1.15,0.699,402,12,3562
17:07:28,1.318131,1.895783,0.025733,10368,4,1.45,0.699,402,12,3565
17:07:32,1.43629,2.016402,0.025671,13824,4,1.23,0.699,402,12,3569
17:07:35,1.35447,1.935021,0.02414,10368,4,1.16,0.699,402,12,3572
17:07:38,1.746161,2.291806,0.058622,10368,4,1.39,0.699,402,12,3575
17:07:41,2.486768,2.187085,0.052162,12960,5,1.23,0.699,402,12,3578
17:07:45,2.654522,2.377141,0.032165,17280,5,1.17,0.699,402,12,3582
17:07:48,2.631774,2.350894,0.03909,12960,5,1.39,0.699,402,12,3585
17:07:51,1.511604,2.09446,0.020541,10368,4,1.4,0.699,402,12,3588
17:07:54,2.551329,2.275252,0.031993,12960,5,1.17,0.699,402,12,3591
17:07:58,2.79648,2.51092,0.039175,17280,5,1.45,0.699,403,12,3595
17:08:01,2.701122,2.429532,0.026251,12960,5,1.24,0.699,403,12,3598
17:08:04,2.905333,2.63079,0.027126,12960,5,1.37,0.699,403,12,3601
17:08:07,2.671008,2.383377,0.041358,12960,5,1.37,0.699,403,12,3604
17:08:11,2.727306,2.450308,0.031827,17280,5,1.29,0.699,403,12,3608
17:08:14,2.404586,2.127897,0.032611,12960,5,1.24,0.699,403,12,3611
17:08:17,1.373878,1.951554,0.02619,10368,4,1.34,0.699,403,12,3614
17:08:21,1.420928,2.002309,0.021634,13824,4,1.17,0.699,403,12,3618
17:08:24,2.895403,2.625343,0.025984,12960,5,1.3,0.699,403,12,3621
17:08:27,2.74753,2.476725,0.026777,12960,5,1.2,0.699,403,12,3624
17:08:30,2.579472,2.305058,0.029639,12960,5,1.23,0.699,403,12,3627
17:08:34,2.398871,2.127519,0.026884,17280,5,1.49,0.699,403,12,3631
17:08:37,2.919135,2.643957,0.033211,12960,5,1.2,0.699,403,12,3634
17:08:39,1.611751,2.191684,0.023461,6912,4,1.41,0.699,403,12,3636
17:08:42,2.593394,2.317507,0.029966,12960,5,1.38,0.735,403,12,3639
17:08:46,2.492832,2.219802,0.027932,17280,5,1.19,0.735,403,12,3643
17:08:49,3.033039,2.752491,0.033153,12960,5,1.39,0.735,403,12,3646
17:08:52,2.867338,2.590106,0.030817,12960,5,1.26,0.735,403,12,3649
17:08:55,2.823306,2.546673,0.029961,12960,5,1.23,0.735,403,12,3652
17:08:59,2.926197,2.651647,0.029104,17280,5,1.43,0.735,403,12,3656
17:09:02,2.949305,2.67195,0.029952,12960,5,1.37,0.735,403,12,3659
17:09:05,2.652781,2.354584,0.050563,12960,5,1.29,0.735,403,12,3662
17:09:08,1.521282,2.090557,0.032766,10368,4,1.46,0.735,403,12,3665
17:09:12,2.468303,2.186711,0.034039,17280,5,1.21,0.735,403,12,3669
17:09:15,2.939674,2.670039,0.025574,12960,5,1.22,0.735,403,12,3672
17:09:18,2.670207,2.398076,0.027166,12960,5,1.45,0.735,403,12,3675
17:09:21,1.551746,2.12476,0.030478,10368,4,1.12,0.735,403,12,3678
17:09:25,2.470941,2.193398,0.031254,17280,5,1.25,0.735,403,12,3682
17:09:28,1.532471,2.112664,0.022879,10368,4,1.5,0.735,403,12,3685
17:09:31,1.356219,1.936147,0.023423,10368,4,1.35,0.735,403,12,3688
17:09:34,2.11551,2.835253,0.033725,12960,5,1.19,0.735,403,12,3691
17:09:38,1.375218,1.951675,0.02538,13824,4,1.32,0.735,403,12,3695
17:09:41,1.549067,2.126005,0.024711,10368,4,1.29,0.735,403,12,3698
17:09:44,1.371261,1.952856,0.024158,10368,4,1.28,0.735,403,12,3701
17:09:47,1.316371,1.896652,0.026367,10368,4,1.44,0.735,403,12,3704
17:09:51,2.890765,2.530841,0.112801,17280,5,1.27,0.735,403,12,3708
17:09:54,2.876805,2.478804,0.151163,12960,5,1.45,0.735,403,12,3711
17:09:57,2.624448,2.343129,0.036679,12960,5,1.22,0.735,403,12,3714
17:10:01,2.433358,1.994651,0.042917,13824,4,1.08,0.735,403,12,3718
17:10:04,1.425277,2.002253,0.025339,10368,4,1.46,0.735,403,12,3721
17:10:07,2.182825,2.902165,0.037196,12960,5,1.55,0.735,403,12,3724
17:10:10,2.886509,2.608822,0.031296,12960,5,1.08,0.735,403,12,3727
17:10:14,2.326614,1.894154,0.036781,13824,4,1.32,0.735,403,12,3731
17:10:17,1.561481,2.142449,0.020868,10368,4,0.98,0.735,403,12,3734
17:10:20,1.490081,2.0753,0.023359,10368,4,1.18,0.735,403,12,3737
17:10:23,1.264565,1.837137,0.029923,10368,4,1.38,0.735,403,12,3740
17:10:27,1.489331,2.036846,0.055219,13824,4,1.14,0.735,403,12,3744
17:10:30,3.10921,2.833901,0.030408,12960,5,1.16,0.735,403,12,3747
17:10:33,3.00994,2.719375,0.045896,12960,5,1.41,0.735,403,12,3750
17:10:36,3.040496,2.746938,0.046273,12960,5,1.17,0.735,403,12,3753
17:10:40,2.766051,2.485701,0.034019,17280,5,1.06,0.735,403,12,3757
17:10:43,2.992981,2.704348,0.042534,12960,5,1.38,0.735,403,12,3760
17:10:46,3.032292,2.76218,0.026045,12960,5,1.1,0.735,403,12,3763
17:10:49,2.24283,1.823129,0.023821,10368,4,1.09,0.735,403,12,3766
17:10:53,1.389045,1.962313,0.029695,13824,4,1.42,0.735,403,12,3770
17:10:56,1.455635,2.051414,0.036169,10368,4,1.05,0.735,403,12,3773
17:10:59,3.017142,2.735997,0.038454,12960,5,1.2,0.735,403,12,3776
17:11:02,2.170482,2.899667,0.027192,12960,5,2.91,0.735,403,12,3779
17:11:06,2.619819,2.293407,0.078911,17280,5,1.17,0.735,403,12,3783
17:11:09,1.418916,2.03186,0.028168,10368,4,1.25,0.735,403,12,3786
17:11:12,1.344649,1.928844,0.021051,10368,4,1.57,0.735,403,12,3789
17:11:15,2.915949,2.641414,0.029083,12960,5,1.35,0.735,403,12,3792
17:11:19,2.89672,2.618965,0.030329,17280,5,1.28,0.735,403,12,3796
17:11:22,2.749351,2.465917,0.037892,12960,5,1.18,0.735,403,12,3799
17:11:25,2.209163,1.741704,0.069787,10368,4,1.14,0.735,403,12,3802
17:11:28,2.791505,2.482938,0.060985,12960,5,1.28,0.735,403,12,3805
17:11:32,2.898596,2.62895,0.030413,17280,5,1.15,0.735,403,12,3809
17:11:35,2.496169,2.22065,0.028798,12960,5,1.11,0.735,403,12,3812
17:11:38,2.067965,2.779148,0.044587,12960,5,1.26,0.735,403,12,3815
17:11:41,2.895369,2.618191,0.030154,12960,5,1.1,0.735,403,12,3818
17:11:45,2.638163,2.362928,0.028922,17280,5,1.15,0.735,403,12,3822
17:11:48,1.489592,2.040245,0.051497,10368,4,1.11,0.735,403,12,3825
17:11:51,1.381756,1.962502,0.02201,10368,4,1.02,0.735,403,12,3828
17:11:54,2.228151,1.824974,0.025489,10368,4,1.19,0.735,403,12,3831
17:11:58,1.383483,1.883368,0.102093,13824,4,1.47,0.735,403,12,3835
17:12:01,3.04063,2.734854,0.05868,12960,5,1.13,0.735,403,12,3838
17:12:04,2.695973,2.375502,0.073058,12960,5,1.21,0.735,403,12,3841
17:12:08,2.582764,2.271273,0.063958,17280,5,1.18,0.735,403,12,3845
17:12:11,2.252932,2.903038,0.102898,12960,5,1.16,0.735,403,12,3848
17:12:14,2.584419,2.309788,0.028121,12960,5,1.18,0.735,403,13,3851
17:12:18,2.510608,2.160041,0.108661,17280,5,1.22,0.735,403,13,3855
17:12:21,2.588682,2.272529,0.068744,12960,5,1.24,0.735,403,13,3858
17:12:24,1.527628,2.06528,0.066636,10368,4,1.23,0.735,403,13,3861
17:12:28,2.514011,2.2254,0.04472,17280,5,1.21,0.735,403,13,3865
17:12:31,1.543397,2.124069,0.026786,10368,4,1.23,0.735,403,13,3868
17:12:34,2.735686,2.425622,0.067378,12960,5,1.55,0.735,403,13,3871
17:12:37,2.424431,2.150045,0.028268,12960,5,1.26,0.735,403,13,3874
17:12:41,2.694883,2.414743,0.033474,17280,5,1.08,0.735,403,13,3878
17:12:44,2.491963,2.223687,0.025925,12960,5,1.23,0.735,403,13,3881
17:12:47,2.294071,1.87679,0.020708,10368,4,1.02,0.735,403,13,3884
17:12:50,2.972344,2.699727,0.031265,12960,5,1.07,0.735,403,13,3887
17:12:54,3.094599,2.762896,0.086932,17280,5,1.27,0.735,403,13,3891
17:12:57,2.633806,2.3266,0.063404,12960,5,1.07,0.735,403,13,3894
17:13:00,1.412225,1.994193,0.025434,10368,4,1.11,0.735,403,13,3897
17:13:03,2.92672,2.641312,0.038254,12960,5,1.38,0.735,403,13,3900
17:13:07,2.817542,2.540266,0.03264,17280,5,0.9,0.735,403,13,3904
17:13:10,2.476702,2.203799,0.025695,12960,5,1.03,0.735,403,13,3907
17:13:13,3.084846,2.807093,0.031186,12960,5,1.64,0.735,403,13,3910
17:13:16,2.827474,2.552266,0.029327,12960,5,1.05,0.735,403,13,3913
17:13:20,2.687325,2.417383,0.029451,17280,5,1.21,0.735,403,13,3917
17:13:23,2.484452,2.208814,0.032114,12960,5,1.12,0.735,403,13,3920
17:13:26,2.958253,2.677377,0.03359,12960,5,1.11,0.735,403,13,3923
17:13:29,2.414773,2.137564,0.030598,12960,5,1.09,0.735,403,13,3926
17:13:33,2.389031,2.108323,0.033409,17280,5,1,0.735,403,13,3930
17:13:36,1.358681,1.935376,0.025548,10368,4,1.05,0.735,403,13,3933
17:13:39,2.852022,2.579779,0.030124,12960,5,1.14,0.735,403,13,3936
17:13:42,2.593549,2.322379,0.026512,12960,5,1.07,0.735,403,13,3939
17:13:46,2.569507,2.275608,0.046929,17280,5,1,0.735,403,13,3943
17:13:49,1.371669,1.954675,0.020681,10368,4,2.81,0.735,403,13,3946
17:13:52,2.880268,2.608369,0.027659,12960,5,1.11,0.735,403,13,3949
17:13:55,2.631037,2.355626,0.029608,12960,5,0.9,0.735,403,13,3952
17:13:59,2.836726,2.561335,0.029619,17280,5,1.22,0.735,403,13,3956
17:14:02,2.574111,2.301377,0.031657,12960,5,1.07,0.735,403,13,3959
17:14:05,1.391454,1.974029,0.020952,10368,4,1.02,0.735,403,13,3962
17:14:08,2.960581,2.684439,0.029146,12960,5,1.26,0.735,403,13,3965
17:14:12,2.167588,2.883141,0.037253,17280,5,1.01,0.735,403,13,3969
17:14:15,2.850149,2.574781,0.029308,12960,5,1.14,0.735,403,13,3972
17:14:18,2.66255,2.389119,0.026906,12960,5,1.09,0.735,403,13,3975
17:14:21,1.492116,2.067143,0.027263,10368,4,1.03,0.735,403,13,3978
17:14:25,2.091978,2.815004,0.033516,17280,5,1.1,0.735,403,13,3982
17:14:28,2.608698,2.338272,0.028698,12960,5,1.08,0.735,403,13,3985
17:14:31,2.176704,2.903664,0.028191,12960,5,0.98,0.735,403,13,3988
17:14:34,2.698724,2.425023,0.026597,12960,5,1.18,0.735,403,13,3991
17:14:37,1.49782,2.07407,0.028423,10368,4,1.12,0.735,403,13,3994
17:14:41,3.134537,2.853612,0.037468,17280,5,0.99,0.735,403,13,3998
17:14:44,2.7461,2.475761,0.026909,12960,5,1.13,0.735,403,13,4001
17:14:47,2.442504,2.165082,0.031435,12960,5,0.97,0.735,403,13,4004
17:14:50,2.18556,2.912046,0.028831,12960,5,1.04,0.735,403,13,4007
17:14:54,1.264844,1.844536,0.024039,13824,4,1.23,0.735,403,13,4011
17:14:57,2.864057,2.583557,0.035266,12960,5,1.09,0.735,403,13,4014
17:15:00,1.49912,2.082504,0.024387,10368,4,1.12,0.735,403,13,4017
17:15:03,2.281111,1.864394,0.023287,10368,4,1.36,0.735,403,13,4020
17:15:07,1.59092,2.172244,0.022951,13824,4,1.14,0.735,403,13,4024
17:15:10,1.294294,1.836829,0.060994,10368,4,1.12,0.735,403,13,4027
17:15:13,3.112809,2.767315,0.117351,12960,5,1.29,0.735,403,13,4030
17:15:16,3.120619,2.804625,0.08658,12960,5,1.05,0.735,403,13,4033
17:15:20,2.892159,2.619068,0.027379,17280,5,1.06,0.735,403,13,4037
17:15:23,2.677218,2.378785,0.055971,12960,5,1.24,0.735,403,13,4040
17:15:26,1.474407,2.052853,0.026662,10368,4,1.12,0.735,403,13,4043
17:15:29,2.146193,2.871805,0.02929,12960,5,1.02,0.735,403,13,4046
17:15:33,1.572896,2.154324,0.024122,13824,4,1.05,0.735,403,13,4050
17:15:36,1.342886,1.921976,0.024534,10368,4,1,0.735,403,13,4053
17:15:39,2.853336,2.575538,0.035344,12960,5,1.06,0.735,403,13,4056
17:15:42,2.354004,2.077133,0.032336,12960,5,1.14,0.735,403,13,4059
17:15:46,1.400926,1.977565,0.025658,13824,4,1.12,0.735,403,13,4063
17:15:49,2.906487,2.636149,0.026112,12960,5,1.09,0.735,403,13,4066
17:15:52,2.790065,2.513451,0.030628,12960,5,1.27,0.735,403,13,4069
17:15:55,1.447013,2.029779,0.021867,10368,4,1.02,0.735,403,13,4072
17:15:59,1.323824,1.903977,0.021776,13824,4,1.06,0.735,403,13,4076
17:16:02,2.915211,2.636669,0.031541,12960,5,1.04,0.735,403,13,4079
17:16:05,2.628259,2.354255,0.028141,12960,5,1.02,0.735,403,13,4082
17:16:08,2.482884,2.208865,0.028179,12960,5,1.52,0.735,403,13,4085
17:16:12,2.457281,2.182917,0.028428,17280,5,1.24,0.735,403,13,4089
