CPU_Utilization Memory_Consumption Current_Time Kafka_Disk_Usage(mb) Topic_Disk_Usage(mb)
3.15 .535 20:10:02 394 3.3
2.83 .535 20:10:06 394 3.3
2.97 .535 20:10:09 394 3.4
2.51 .535 20:10:12 394 3.4
2.66 .535 20:10:15 394 3.4
2.78 .535 20:10:19 394 3.4
4.29 .535 20:10:22 394 3.4
2.82 .535 20:10:25 394 3.5
2.73 .535 20:10:28 394 3.5
2.82 .535 20:10:32 394 3.5
3.11 .536 20:10:35 394 3.5
2.93 .535 20:10:38 394 3.5
2.67 .535 20:10:42 394 3.5
2.79 .535 20:10:45 394 3.6
2.68 .535 20:10:48 394 3.6
2.82 .535 20:10:51 394 3.6
2.79 .535 20:10:55 394 3.6
2.96 .535 20:10:58 394 3.6
3.77 .536 20:11:01 395 3.7
2.86 .536 20:11:05 395 3.7
2.94 .536 20:11:08 395 3.7
2.68 .536 20:11:11 395 3.7
2.60 .536 20:11:14 395 3.7
2.94 .535 20:11:18 395 3.8
3.04 .536 20:11:21 395 3.8
3.39 .536 20:11:24 395 3.8
2.79 .536 20:11:27 395 3.8
2.80 .535 20:11:31 395 3.8
2.78 .536 20:11:34 395 3.8
2.84 .536 20:11:37 395 3.9
2.52 .535 20:11:40 395 3.9
2.58 .536 20:11:44 395 3.9
2.57 .535 20:11:47 395 3.9
2.67 .536 20:11:50 395 3.9
2.91 .536 20:11:53 395 4.0
2.78 .536 20:11:57 395 4.0
2.71 .536 20:12:00 395 4.0
2.81 .536 20:12:03 395 4.0
2.62 .536 20:12:06 395 4.0
2.54 .536 20:12:10 395 4.0
2.67 .536 20:12:13 395 4.1
2.68 .536 20:12:16 395 4.1
2.67 .536 20:12:19 395 4.1
3.22 .536 20:12:23 395 4.1
2.61 .536 20:12:26 395 4.1
2.74 .536 20:12:29 395 4.2
4.23 .536 20:12:32 395 4.2
2.47 .536 20:12:36 395 4.2
2.68 .536 20:12:39 395 4.2
2.86 .536 20:12:42 395 4.2
5.31 .536 20:12:45 395 4.3
2.66 .536 20:12:48 395 4.3
2.95 .536 20:12:52 395 4.3
2.81 .536 20:12:55 395 4.3
3.15 .535 20:12:58 395 4.3
3.96 .535 20:13:01 395 4.3
2.86 .536 20:13:05 395 4.4
2.47 .536 20:13:08 395 4.4
4.83 .536 20:13:11 395 4.4
2.53 .536 20:13:14 395 4.4
3.03 .536 20:13:18 395 4.4
2.75 .535 20:13:21 395 4.5
2.72 .535 20:13:24 395 4.5
2.62 .536 20:13:27 395 4.5
2.68 .536 20:13:31 395 4.5
2.84 .536 20:13:34 395 4.5
2.60 .536 20:13:37 395 4.6
2.69 .536 20:13:40 395 4.6
12.92 .536 20:13:44 395 4.6
2.76 .536 20:13:47 395 4.6
16.95 .551 20:13:50 395 4.6
2.57 .551 20:13:53 395 4.6
2.59 .550 20:13:57 396 4.7
2.56 .551 20:14:00 396 4.7
4.63 .551 20:14:03 396 4.7
2.54 .551 20:14:06 396 4.7
2.75 .551 20:14:09 396 4.7
2.83 .551 20:14:13 396 4.8
2.63 .551 20:14:16 396 4.8
2.68 .551 20:14:19 396 4.8
2.89 .551 20:14:22 396 4.8
4.46 .551 20:14:26 396 4.8
2.92 .550 20:14:29 396 4.8
3.10 .551 20:14:32 396 4.9
3.10 .551 20:14:35 396 4.9
2.79 .551 20:14:39 396 4.9
3.10 .551 20:14:42 396 4.9
2.94 .551 20:14:45 396 4.9
2.80 .551 20:14:48 396 5.0
2.77 .551 20:14:52 396 5.0
2.44 .551 20:14:55 396 5.0
2.93 .551 20:14:58 396 5.0
2.60 .551 20:15:01 396 5.0
3.11 .550 20:15:05 396 5.1
2.84 .551 20:15:08 396 5.1
2.91 .551 20:15:11 396 5.1
2.73 .551 20:15:14 396 5.1
2.94 .551 20:15:18 396 5.1
2.44 .551 20:15:21 396 5.1
2.98 .551 20:15:24 396 5.2
2.58 .551 20:15:27 396 5.2
2.57 .551 20:15:31 396 5.2
2.80 .551 20:15:34 396 5.2
3.03 .551 20:15:37 396 5.2
2.80 .551 20:15:40 396 5.3
2.87 .551 20:15:44 396 5.3
2.60 .551 20:15:47 396 5.3
2.92 .551 20:15:50 396 5.3
2.64 .551 20:15:53 396 5.3
2.82 .551 20:15:57 396 5.3
2.93 .551 20:16:00 396 5.4
2.71 .551 20:16:03 396 5.4
3.44 .551 20:16:06 396 5.4
2.68 .551 20:16:10 396 5.4
2.45 .551 20:16:13 396 5.4
2.67 .551 20:16:16 396 5.5
2.48 .551 20:16:19 396 5.5
2.71 .551 20:16:23 396 5.5
2.51 .551 20:16:26 396 5.5
2.42 .5517 20:16:29 396 5.5
3.65 .5513 20:16:32 396 5.6
2.44 .5514 20:16:36 396 5.6
2.50 .5512 20:16:39 396 5.6
2.67 .5514 20:16:42 396 5.6
2.36 .5514 20:16:45 396 5.6
2.60 .5511 20.:16:49 396 5.6
2.53 .5513 20:16:52 397 5.7
2.64 .5513 20:16:55 397 5.7
2.63 .5514 20:16:58 397 5.7
2.57 .5511 20:17:01 397 5.7
2.66 .5511 20:17:05 397 5.7
2.87 .5513 20:17:08 397 5.8
2.49 .5513 20:17:11 397 5.8
2.88 .5513 20:17:14 397 5.8
2.84 .5516 20:17:18 397 5.8
2.74 .551 0:17:21 397 5.8
2.74 .5513 20:17:24 397 5.8
2.61 .5515 20:17:27 397 5.9
2.38 .5511 20:17:31 397 5.9
2.42 .5516 20:17:34 397 5.9
2.47 .5515 20:17:37 397 5.9
2.66 .5516 20:17:40 397 5.9
2.52 .5515 20:17:44 397 6.0
2.56 .5513 20:17:47 397 6.0
2.59 .5513 20:17:50 397 6.0
2.46 .5515 20:17:53 397 6.0
2.47 .5514 20:17:57 397 6.0
2.67 .5514 20:18:00 397 6.1
2.65 .5516 20:18:03 397 6.1
2.58 .5512 20:18:06 397 6.1
2.24 .5515 20:18:09 397 6.1
2.57 .5519 20:18:13 397 6.1
2.51 .5516 20:18:16 397 6.1
2.36 .5511 20:18:19 397 6.2
3.25 .5513 20:18:22 397 6.2
2.82 .5513 20:18:26 397 6.2
2.97 .5515 20:18:29 397 6.2
3.15 .551 20:18:32 397 6.2
2.37 .5514 20:18:35 397 6.3
2.37 .5516 20:18:39 397 6.3
3.48 .5518 20:18:42 397 6.3
2.63 .5512 20:18:45 397 6.3
2.82 .5514 20:18:48 397 6.3
2.73 .5519 20:18:52 397 6.4
2.51 .5514 20:18:55 397 6.4
2.76 .5515 20:18:58 397 6.4
2.53 .5512 20:19:01 397 6.4
2.59 .5512 20:19:05 397 6.4
2.78 .5517 20:19:08 397 6.4
2.71 .5517 20:19:11 397 6.5
4.26 .5514 20:19:14 397 6.5
2.92 .5515 20:19:18 397 6.5
2.52 .5517 20:19:21 397 6.5
3.05 .5518 20:19:24 397 6.5
2.76 .5517 20:19:27 397 6.6
2.43 .5519 20:19:31 397 6.6
2.54 .5517 20:19:34 397 6.6
2.80 .5519 20:19:37 397 6.6
3.05 .5518 20:19:40 397 6.6
2.62 .5515 20:19:44 398 6.7
2.60 .5523 20:19:47 398 6.7
2.96 .554 20:19:50 398 6.7
3.06 .555 20:19:53 398 6.7
2.71 .5571 20:19:56 398 6.7
2.71 .5581 20:20:00 398 6.7
2.90 .5599 20:20:03 398 6.8
2.67 .5613 20:20:06 398 6.8
2.62 .5628 20:20:09 398 6.8
2.72 .5656 20:20:13 398 6.8
2.39 .5656 20:20:16 398 6.8
2.34 .5655 20:20:19 398 6.9
2.79 .5657 20:20:22 398 6.9
2.38 .5659 20:20:26 398 6.9
2.38 .5657 20:20:29 398 6.9
2.86 .5656 20:20:32 398 6.9
2.50 .5658 20:20:35 398 6.9
2.28 .5655 20:20:39 398 7.0
2.43 .5657 20:20:42 398 7.0
2.53 .5656 20:20:45 398 7.0
2.69 .5658 20:20:48 398 7.0
2.62 .5653 20:20:52 398 7.0
2.65 .565 20:20:55 398 7.1
2.78 .5655 20:20:58 398 7.1
2.68 .566 0:21:01 398 7.1
2.84 .5659 20:21:05 398 7.1
2.94 .5655 20:21:08 398 7.1
2.54 .5655 20:21:11 398 7.2
2.53 .5654 20:21:14 398 7.2
3.13 .5652 20:21:18 398 7.2
2.66 .5654 20:21:21 398 7.2
2.58 .5657 20:21:24 398 7.2
2.87 .5656 20:21:27 398 7.2
2.46 .5659 20:21:31 398 7.3
2.50 .5656 20:21:34 398 7.3
2.69 .5654 20:21:37 398 7.3
2.57 .5654 20:21:40 398 7.3
2.35 .5657 20:21:44 398 7.3
2.95 .5655 20:21:47 398 7.4
2.56 .5654 20:21:50 398 7.4
2.53 .5653 20:21:54 398 7.4
2.79 .5654 20:21:57 398 7.4
2.89 .5654 20:22:00 398 7.4
2.82 .5656 20:22:03 398 7.5
2.94 .5657 20:22:07 398 7.5
2.75 .5657 20:22:10 398 7.5
2.83 .5657 20:22:13 398 7.5
2.84 .5655 20:22:17 398 7.5
2.59 .5656 20:22:20 398 7.6
2.65 .5653 20:22:23 398 7.6
2.85 .5655 20:22:26 398 7.6
2.74 .5654 20:22:30 398 7.6
3.17 .5657 20:22:33 398 7.6
2.86 .5667 20:22:36 399 7.6
2.70 .5682 20:22:39 399 7.7
3.20 .5697 20:22:43 399 7.7
2.84 .5713 20:22:46 399 7.7
2.81 .5727 20:22:49 399 7.7
2.85 .5746 20:22:53 399 7.7
2.68 .576 20:22:56 399 7.8
3.50 .5774 20:22:59 399 7.8
2.92 .5789 20:23:02 399 7.8
2.62 .581 20:23:06 399 7.8
2.49 .5821 20:23:09 399 7.8
2.79 .5837 20:23:12 399 7.9
2.60 .5851 20:23:15 399 7.9
2.55 .5871 20:23:19 399 7.9
2.86 .5888 20:23:22 399 7.9
2.58 .5912 20:23:25 399 7.9
2.73 .5913 20:23:28 399 7.9
2.44 .5912 20:23:32 399 8.0
2.67 .5913 20:23:35 399 8.0
2.66 .5915 20:23:38 399 8.0
2.52 .5913 20:23:41 399 8.0
2.48 .5912 20:23:44 399 8.0
2.92 .5922 20:23:48 399 8.1
2.45 .5922 20:23:51 399 8.1
2.52 .592 20:23:54 399 8.1
2.68 .5923 20:23:57 399 8.1
2.41 .592 20:24:01 399 8.1
2.46 .5919 20:24:04 399 8.2
2.58 .5921 20:24:07 399 8.2
2.66 .592 20:24:10 399 8.2
2.54 .592 20:24:14 399 8.2
2.58 .592 20:24:17 399 8.2
2.64 .592 20:24:20 399 8.2
2.51 .592 20:24:23 399 8.3
2.47 .592 20:24:27 399 8.3
2.44 .5919 20:24:30 399 8.3
2.70 .592 20:24:33 399 8.3
2.68 .5919 20:24:36 399 8.3
2.16 .5921 20:24:39 399 8.4
2.56 .592 20:24:43 399 8.4
2.45 .592 20:24:46 399 8.4
2.49 .5924 20:24:49 399 8.4
2.71 .5923 20:24:52 399 8.4
2.38 .5922 20:24:56 399 8.4
2.49 .5926 20:25:00 399 8.5
2.34 .5924 20:25:03 399 8.5
2.42 .5922 20:25:06 399 8.5
2.31 .5922 20:25:10 399 8.5
2.62 .592 20:25:13 399 8.5
2.45 .5919 20:25:16 399 8.5
2.33 .5918 20:25:19 399 8.6
2.32 .5918 20:25:22 399 8.6
2.45 .5918 20:25:26 399 8.6
2.43 .5919 20:25:29 399 8.6
3.00 .592 20:25:32 399 8.6
2.37 .5918 20:25:35 400 8.7
2.52 .5918 20:25:39 400 8.7
2.53 .5922 20:25:42 400 8.7
2.43 .5921 20:25:45 400 8.7
2.59 .5921 20:25:48 400 8.7
2.59 .5918 20:25:52 400 8.7
2.54 .5921 20:25:55 400 8.8
3.01 .5921 20:25:58 400 8.8
1.94 .5927 20:26:01 400 8.8
2.36 .5925 20:26:05 400 8.8
2.35 .5927 20:26:08 400 8.8
2.09 .5929 20:26:11 400 8.8
2.58 .5966 20:26:14 400 8.9
2.21 .5964 20:26:17 400 8.9
2.31 .5968 20:26:21 400 8.9
2.16 .5967 20:26:24 400 8.9
2.60 .5966 20:26:27 400 8.9
2.17 .5966 20:26:30 400 8.9
2.52 .5963 20:26:34 400 9.0
2.58 .5964 20:26:37 400 9.0
2.49 .5964 20:26:40 400 9.0
2.36 .5965 20:26:43 400 9.0
2.84 .5966 20:26:47 400 9.0
2.55 .5969 20:26:50 400 9.0
3.06 .5963 20:26:53 400 9.1
2.48 .5976 20:26:56 400 9.1
2.83 .5992 20:27:00 400 9.1
2.56 .6006 20:27:03 400 9.1
2.29 .6012 20:27:06 400 9.1
2.71 .603 20:27:10 400 9.1
2.23 .6043 20:27:13 400 9.2
2.61 .6061 20:27:16 400 9.2
2.16 .6069 20:27:19 400 9.2
2.43 .6085 20:27:22 400 9.2
2.50 .6099 20:27:26 400 9.2
2.50 .6113 20:27:29 400 9.2
2.66 .6131 20:27:32 400 9.3
2.45 .614 20:27:35 400 9.3
2.23 .6152 20:27:39 400 9.3
2.84 .617 20:27:42 400 9.3
2.13 .6182 20:27:45 400 9.3
2.69 .6196 20:27:49 400 9.3
2.66 .6211 20:27:52 400 9.4
2.33 .6225 20:27:55 400 9.4
2.71 .6247 20:27:58 400 9.4
2.12 .6257 20:28:02 400 9.4
2.50 .6269 20:28:05 400 9.4
2.61 .6284 20:28:08 400 9.4
2.45 .6296 20:28:11 400 9.5
2.32 .631 20:28:14 400 9.5
4.14 .6347 20:28:18 400 9.5
2.31 .6349 20:28:21 400 9.5
1.90 .6347 20:28:24 400 9.5
2.43 .6346 20:28:27 400 9.5
2.28 .6345 20:28:31 400 9.6
2.05 .6342 20:28:34 400 9.6
2.52 .6345 20:28:37 400 9.6
2.30 .6344 20:28:40 400 9.6
2.62 .6346 20:28:44 400 9.6
2.55 .6343 20:28:47 400 9.6
2.37 .6346 20:28:50 401 9.7
2.57 .6344 20:28:53 401 9.7
2.56 .6344 20:28:57 401 9.7
2.57 .6347 20:29:00 401 9.7
2.86 .6348 20:29:03 401 9.7
2.25 .6343 20:29:06 401 9.7
2.73 .6344 20:29:09 401 9.8
2.77 .6344 20:29:13 401 9.8
2.52 .6343 20:29:16 401 9.8
2.60 .6342 20:29:19 401 9.8
2.63 .6346 20:29:23 401 9.8
2.44 .6344 20:29:26 401 9.8
2.39 .6345 20:29:29 401 9.9
2.80 .6347 20:29:32 401 9.9
2.58 .6343 20:29:36 401 9.9
2.47 .6345 20:29:39 401 9.9
2.40 .6343 20:29:42 401 9.9
2.34 .6344 20:29:45 401 9.9
2.62 .6344 20:29:49 401 10
2.41 .6343 20:29:52 401 10
2.32 .6346 20:29:55 401 10
2.52 .6345 20:29:58 401 10
2.31 .6345 20:30:01 401 10
2.67 .6344 20:30:05 401 11
2.55 .6341 20:30:08 401 11
2.50 .6343 20:30:11 401 11
2.74 .6347 20:30:15 401 11
2.52 .6345 20:30:18 401 11
2.48 .6343 20:30:21 401 11
2.55 .6342 20:30:24 401 11
2.67 .6343 20:30:27 401 11
2.28 .6345 20:30:31 401 11
2.21 .6344 20:30:34 401 11
2.56 .6346 20:30:37 401 11
2.44 .6346 20:30:40 401 11
2.43 .6344 20:30:44 401 11
2.55 .6343 20:30:47 401 11
2.45 .6342 20:30:50 401 11
2.57 .6346 20:30:53 401 11
2.30 .6344 20:30:57 401 11
2.38 .6345 20:31:00 401 11
2.92 .6346 20:31:03 401 11
2.58 .6342 20:31:06 401 11
2.65 .6341 20:31:10 401 11
2.53 .6345 20:31:13 401 11
2.19 .6341 20:31:16 401 11
2.60 .6343 20:31:19 401 11
2.60 .6345 20:31:23 401 11
2.39 .6342 20:31:26 401 11
2.42 .6342 20:31:29 401 11
2.38 .6343 20:31:32 401 11
2.50 .6343 20:31:36 401 11
2.21 .6345 20:31:39 401 11
2.67 .6346 20:31:42 401 11
2.43 .6342 20:31:45 401 11
3.18 .6342 20:31:49 401 11
2.59 .6349 20:31:52 401 11
2.63 .6344 20:31:55 402 11
2.45 .6348 20:31:58 402 11
2.46 .6352 20:32:02 402 11
2.69 .635 20:32:05 402 11
2.62 .6354 20:32:08 402 11
2.44 .6354 20:32:11 402 11
2.63 .6349 20:32:14 402 11
2.71 .6353 20:32:18 402 11
2.64 .6352 20:32:21 402 11
2.25 .6348 20:32:24 402 11
2.57 .6357 20:32:27 402 11
2.43 .6353 20:32:31 402 11
2.48 .6351 20:32:34 402 11
2.62 .6354 20:32:37 402 11
2.36 .635 20:32:40 402 11
2.54 .6349 20:32:44 402 11
2.53 .6352 20:32:47 402 11
2.37 .635 20:32:50 402 11
2.46 .6351 20:32:53 402 11
2.40 .635 20:32:57 402 11
2.48 .6353 20:33:00 402 11
2.64 .6349 20:33:03 402 11
2.36 .6353 20:33:06 402 11
2.23 .635 20:33:10 402 11
2.37 .6353 20:33:13 402 12
2.16 .6363 20:33:16 402 12
2.54 .6372 20:33:19 402 12
2.58 .6385 20:33:23 402 12
2.48 .6398 20:33:26 402 12
2.90 .6412 20:33:29 402 12
3.21 .6424 20:33:32 402 12
2.67 .6436 20:33:36 402 12
2.51 .6451 20:33:39 402 12
2.62 .6464 20:33:42 402 12
2.38 .6481 20:33:45 402 12
2.39 .6496 20:33:49 402 12
2.75 .651 20:33:52 402 12
2.19 .6526 20:33:55 402 12
2.70 .6538 20:33:58 402 12
8.16 .6554 20:34:02 402 12
2.90 .6565 20:34:05 402 12
2.79 .6581 20:34:08 402 12
2.64 .6595 20:34:11 402 12
2.79 .6613 20:34:15 402 12
2.60 .6623 20:34:18 402 12
2.34 .6638 20:34:21 402 12
2.73 .6656 20:34:24 402 12
2.54 .6669 20:34:27 402 12
2.45 .6686 20:34:31 402 12
2.10 .6699 20:34:34 402 12
2.40 .6711 20:34:37 402 12
2.39 .6724 20:34:40 402 12
2.36 .6738 20:34:44 402 12
2.68 .6753 20:34:47 402 12
2.64 .6769 20:34:50 402 12
2.27 .678 20:34:53 402 12
2.61 .6794 20:34:57 402 12
2.51 .6807 20:35:00 402 12
2.55 .6823 20:35:03 403 12
2.05 .6833 20:35:06 403 12
2.53 .6852 20:35:10 403 12
2.97 .6866 20:35:13 403 12
2.54 .6875 20:35:16 403 12
2.86 .6893 20:35:19 403 12
2.94 .6906 20:35:23 403 12
2.22 .6922 20:35:26 403 12
2.68 .6936 20:35:29 403 12
2.58 .6949 20:35:32 403 12
2.42 .6965 20:35:36 403 12
2.42 .6979 20:35:39 403 12
2.45 .6992 20:35:42 403 12
2.57 .7007 20:35:45 403 12
2.59 .7022 20:35:49 403 12
2.61 .7038 20:35:52 403 12
2.40 .7048 20:35:55 403 12
2.51 .7067 20:35:58 403 12
2.49 .7074 20:36:02 403 12
2.40 .709 20:36:05 403 12
2.91 .7102 20:36:08 403 12
2.43 .7114 20:36:11 403 12
2.55 .7127 20:36:15 403 12
3.02 .7145 20:36:18 403 12
2.37 .7156 20:36:21 403 12
2.82 .7172 20:36:24 403 13
2.57 .7186 20:36:27 403 13
2.32 .720 20:36:31 403 13
2.38 .7218 20:36:34 403 13
2.75 .7233 20:36:37 403 13
2.33 .7246 20:36:40 403 13
2.67 .7264 20:36:44 403 13
3.34 .7278 20:36:47 403 13
2.43 .7292 20:36:50 403 13
2.34 .7305 20:36:53 403 13
2.28 .7317 20:36:57 403 13
2.03 .733 20:37:00 403 13
2.54 .7344 20:37:03 403 13
2.41 .7357 20:37:06 403 13
1.99 .737 20:37:10 403 13
2.30 .7379 20:37:13 403 13
4.05 .7417 20:37:16 403 13
2.28 .7416 20:37:19 403 13
1.68 .7414 20:37:23 403 13
2.21 .7417 20:37:26 403 13
2.41 .7417 20:37:29 403 13
2.47 .7415 20:37:32 403 13
2.31 .7415 20:37:36 403 13
2.26 .7415 20:37:39 403 13
2.04 .7416 20:37:42 403 13
2.49 .7417 20:37:46 403 13
2.35 .7416 20:37:49 403 13
2.67 .7415 20:37:52 403 13
2.42 .7415 20:37:55 403 13
2.33 .7417 20:37:59 403 13
2.37 .7417 20:38:02 403 13
2.29 .7416 20:38:05 403 13
2.17 .7416 20:38:08 403 13
2.52 .7418 20:38:12 403 13
2.45 .7418 20:38:15 403 13
2.24 .7419 20:38:18 403 13
2.15 .7418 20:38:21 404 13
2.31 .7417 20:38:25 404 13
2.21 .7418 20:38:28 404 13
2.17 .7417 20:38:31 404 13
2.33 .7414 20:38:34 404 13
2.19 .7417 20:38:38 404 13
2.28 .7419 20:38:41 404 13
2.37 .7417 20:38:44 404 13
2.41 .7417 20:38:47 404 13
2.40 .7415 20:38:50 404 13
2.42 .7417 20:38:54 404 13
2.62 .7415 20:38:57 404 13
2.48 .7414 20:39:00 404 13
2.31 .7416 20:39:04 404 13
2.39 .7415 20:39:07 404 13
3.00 .7413 20:39:10 404 13
2.57 .7418 20:39:13 404 13
2.49 .7422 20:39:17 404 13
2.21 .7416 20:39:20 404 13
2.39 .7417 20:39:23 404 13
1.86 .7415 20:39:26 404 13
2.84 .7414 20:39:29 404 13
2.91 .7414 20:39:33 404 13
2.29 .7413 20:39:36 404 13
2.86 .7415 20:39:39 404 13
2.69 .7415 20:39:42 404 14
2.49 .7415 20:39:46 404 14
2.32 .7418 20:39:49 404 14
2.64 .7414 20:39:52 404 14
2.46 .7416 20:39:55 404 14
2.27 .742 20:39:59 404 14
2.47 .7416 20:40:02 404 14
